"","taxonomy"
"OTU2192","k__Fungi; p__Chytridiomycota; c__Chytridiomycetes; o__Lobulomycetales; f__Lobulomycetaceae; g__Lobulomyces; s__Lobulomyces_sp_SH471490.07FU"
"OTU2195","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Cantharellales; f__Ceratobasidiaceae; g__unidentified; s__Ceratobasidiaceae_sp_SH218111.07FU"
"OTU2194","k__Fungi; p__Chytridiomycota; c__Chytridiomycetes; o__Lobulomycetales; f__Lobulomycetaceae; g__Lobulomyces; s__Lobulomyces_sp_SH471490.07FU"
"OTU2197","k__Fungi"
"OTU2196","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Marasmiaceae; g__Crinipellis; s__Crinipellis_scabella_SH218073.07FU"
"OTU2199","k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Incertae_sedis; g__Cryptococcus; s__Cryptococcus_oeirensis_SH264590.07FU"
"OTU2198","k__Fungi"
"OTU5002","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Inocybaceae; g__Inocybe; s__Inocybe_sp_SH022886.07FU"
"OTU5551","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Magnaporthales; f__Magnaporthaceae; g__Slopeiomyces; s__Slopeiomyces_cylindrosporus_SH174124.07FU"
"OTU5552","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__unidentified; f__unidentified; g__unidentified; s__Sordariomycetes_sp_SH211309.07FU"
"OTU4717","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Entolomataceae; g__Entoloma; s__Entoloma_ochreoprunuloides_SH187843.07FU"
"OTU5419","k__Fungi"
"OTU5418","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Clavicipitaceae; g__Metarhizium"
"OTU5001","k__Fungi"
"OTU5411","k__Fungi; p__Ascomycota; c__Sordariomycetes"
"OTU5410","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae; g__unidentified"
"OTU5413","k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Fungi_sp_SH027076.07FU"
"OTU5412","k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Sporidiobolales; f__Incertae_sedis; g__Sporobolomyces"
"OTU5415","k__Fungi"
"OTU5414","k__Fungi"
"OTU5417","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Onygenales; f__Gymnoascaceae; g__Testudomyces; s__Testudomyces_verrucosus_SH471077.07FU"
"OTU5007","k__Fungi; p__Chytridiomycota; c__Chytridiomycetes; o__Rhizophydiales"
"OTU1569","k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella"
"OTU1568","k__Fungi"
"OTU5004","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae; g__unidentified"
"OTU1561","k__Fungi"
"OTU1560","k__Fungi"
"OTU1563","k__Fungi"
"OTU1562","k__Fungi"
"OTU1565","Unassignable"
"OTU1564","k__Fungi; p__Chytridiomycota; c__Chytridiomycetes; o__Rhizophydiales; f__Incertae_sedis; g__Operculomyces; s__Operculomyces_laminatus_SH210135.07FU"
"OTU1567","k__Fungi"
"OTU1566","Unassignable"
"OTU2999","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__unidentified; f__unidentified; g__unidentified; s__Agaricomycetes_sp_SH220644.07FU"
"OTU2998","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Archaeosporales; f__Archaeosporaceae"
"OTU7749","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales"
"OTU7748","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__Helotiales_sp_SH214885.07FU"
"OTU2907","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Archaeosporales; f__Archaeosporaceae; g__unidentified; s__Archaeosporaceae_sp_SH025843.07FU"
"OTU2991","k__Fungi"
"OTU2990","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Cantharellales; f__Ceratobasidiaceae; g__unidentified; s__Ceratobasidiaceae_sp_SH032248.07FU"
"OTU2993","k__Fungi; p__Basidiomycota; c__Agaricomycetes"
"OTU2992","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Claroideoglomeraceae; g__unidentified; s__Claroideoglomeraceae_sp_SH206039.07FU"
"OTU2995","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Cantharellales; f__Ceratobasidiaceae"
"OTU7746","k__Fungi"
"OTU7745","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Incertae_sedis; f__Incertae_sedis; g__Myrmecridium; s__Myrmecridium_sp_SH218829.07FU"
"OTU2996","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Archaeosporales; f__Archaeosporaceae"
"OTU5675","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales"
"OTU5674","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreaceae; g__Trichoderma"
"OTU5677","k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Incertae_sedis; g__Tetragoniomyces; s__Tetragoniomyces_uliginosus_SH004903.07FU"
"OTU5676","k__Fungi; p__Ascomycota; c__Taphrinomycetes; o__Taphrinales; f__Protomycetaceae; g__Protomyces; s__Protomyces_inouyei_SH122561.07FU"
"OTU5671","k__Fungi"
"OTU5670","k__Fungi; p__Ascomycota; c__Sordariomycetes"
"OTU5673","k__Fungi; p__Basidiomycota; c__Agaricomycetes"
"OTU5672","k__Fungi; p__Ascomycota; c__Sordariomycetes"
"OTU8100","k__Fungi"
"OTU4575","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales"
"OTU8102","k__Fungi; p__Ascomycota; c__Archaeorhizomycetes; o__Archaeorhizomycetales; f__Archaeorhizomycetaceae; g__Archaeorhizomyces"
"OTU8103","k__Fungi"
"OTU5679","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Incertae_sedis; g__Bradymyces"
"OTU5678","k__Fungi"
"OTU8106","k__Fungi"
"OTU4574","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__unidentified; g__unidentified; s__Agaricales_sp_SH178424.07FU"
"OTU2900","k__Fungi"
"OTU2901","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Clavariaceae; g__Clavaria; s__Clavaria_californica_SH197588.07FU"
"OTU2946","k__Fungi"
"OTU7974","k__Fungi"
"OTU4713","k__Fungi; p__Glomeromycota"
"OTU3488","k__Fungi"
"OTU3489","k__Fungi; p__Chytridiomycota; c__Chytridiomycetes; o__Rhizophydiales; f__Rhizophydiaceae; g__Rhizophydium; s__Rhizophydium_sp_SH196848.07FU"
"OTU3480","k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Leucosporidiales; f__Leucosporidiaceae; g__Leucosporidium; s__Leucosporidium_golubevii_SH193773.07FU"
"OTU3481","k__Fungi"
"OTU3482","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__unidentified; f__unidentified; g__unidentified; s__Agaricomycetes_sp_SH467304.07FU"
"OTU3483","k__Fungi; p__Basidiomycota; c__Agaricomycetes"
"OTU3484","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Diversisporales; f__Acaulosporaceae; g__Acaulospora"
"OTU3485","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Trechisporales; f__unidentified; g__unidentified; s__Trechisporales_sp_SH185925.07FU"
"OTU3486","k__Fungi"
"OTU3487","k__Fungi"
"OTU7813","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__Helotiales_sp_SH206132.07FU"
"OTU7812","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Venturiales; f__Venturiaceae; g__unidentified"
"OTU7811","k__Fungi; p__Ascomycota; c__Leotiomycetes"
"OTU7810","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Incertae_sedis; g__Capnobotryella"
"OTU7817","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Mycosphaerellaceae"
"OTU7816","k__Fungi; p__Ascomycota; c__Dothideomycetes"
"OTU7815","k__Fungi"
"OTU7814","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Hyaloscyphaceae; g__Cistella; s__Cistella_sp_SH015831.07FU"
"OTU7819","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Inocybaceae; g__unidentified; s__Inocybaceae_sp_SH473387.07FU"
"OTU7818","k__Fungi"
"OTU3732","k__Fungi; p__Ascomycota; c__Incertae_sedis; o__Incertae_sedis; f__Incertae_sedis; g__Vermispora"
"OTU4105","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Bolbitiaceae; g__Conocybe"
"OTU3730","k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified"
"OTU4107","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Sebacinales; f__Sebacinales_Group_B; g__unidentified; s__Sebacinales_Group_B_sp_SH213131.07FU"
"OTU4100","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Entolomataceae; g__Entoloma; s__Entoloma_sp_SH457903.07FU"
"OTU3737","k__Fungi"
"OTU4102","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Clavariaceae; g__Ramariopsis; s__Ramariopsis_asperulospora_SH466793.07FU"
"OTU4103","k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Fungi_sp_SH472183.07FU"
"OTU3738","k__Fungi"
"OTU3739","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Archaeosporales; f__Archaeosporaceae"
"OTU4108","k__Fungi"
"OTU4109","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Tricholomataceae; g__Clitocybe; s__Clitocybe_nebularis_SH218329.07FU"
"OTU7479","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales"
"OTU7478","k__Fungi"
"OTU2155","k__Fungi"
"OTU7858","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales"
"OTU2154","k__Fungi; p__Basidiomycota; c__Agaricostilbomycetes; o__Agaricostilbales; f__unidentified; g__unidentified; s__Agaricostilbales_sp_SH465358.07FU"
"OTU7477","k__Fungi; p__Ascomycota"
"OTU7476","k__Fungi; p__Ascomycota; c__Leotiomycetes"
"OTU7471","k__Fungi; p__Ascomycota; c__Incertae_sedis; o__Incertae_sedis; f__Incertae_sedis; g__Collembolispora; s__Collembolispora_barbata_SH186791.07FU"
"OTU2150","k__Fungi"
"OTU7473","k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Ascomycota_sp_SH215260.07FU"
"OTU5112","k__Fungi"
"OTU7472","k__Fungi; p__Ascomycota"
"OTU7101","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Lasiosphaeriaceae"
"OTU7100","k__Fungi; p__Ascomycota"
"OTU7103","k__Fungi"
"OTU7102","k__Fungi; p__Ascomycota"
"OTU2465","k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella"
"OTU2464","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Claroideoglomeraceae; g__Claroideoglomus; s__Claroideoglomus_sp_SH021559.07FU"
"OTU7107","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Articulospora; s__Articulospora_sp_SH003728.07FU"
"OTU7106","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Lasiosphaeriaceae; g__Podospora; s__Podospora_appendiculata_SH028045.07FU"
"OTU2469","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Paraglomerales"
"OTU7108","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Teratosphaeriaceae; g__Catenulostroma; s__Catenulostroma_hermanusense_SH214166.07FU"
"OTU977","k__Fungi"
"OTU750","k__Fungi"
"OTU751","k__Fungi"
"OTU752","k__Fungi"
"OTU753","Unassignable"
"OTU754","k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Mortierellales"
"OTU755","k__Fungi"
"OTU756","k__Fungi"
"OTU757","k__Protista; p__Cercozoa; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Cercozoa_sp_SH471322.07FU"
"OTU758","k__Fungi"
"OTU207","k__Fungi"
"OTU976","k__Fungi"
"OTU205","k__Fungi"
"OTU202","k__Fungi"
"OTU971","k__Fungi"
"OTU972","k__Fungi"
"OTU201","k__Fungi"
"OTU7246","k__Fungi; p__Ascomycota"
"OTU7247","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales"
"OTU7244","k__Fungi"
"OTU7245","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__Helotiales_sp_SH016530.07FU"
"OTU7242","k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Ascomycota_sp_SH179786.07FU"
"OTU7243","k__Fungi"
"OTU7240","k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Ascomycota_sp_SH220956.07FU"
"OTU7241","k__Fungi"
"OTU7248","k__Fungi; p__Ascomycota"
"OTU7249","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Venturiales; f__Venturiaceae; g__unidentified; s__Venturiaceae_sp_SH204181.07FU"
"OTU2860","k__Plantae; p__Chlorophyta; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Chlorophyta_sp_SH478882.07FU"
"OTU2050","k__Fungi"
"OTU2051","k__Fungi"
"OTU2052","k__Fungi"
"OTU2053","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Claroideoglomeraceae; g__unidentified; s__Claroideoglomeraceae_sp_SH206039.07FU"
"OTU2054","k__Fungi"
"OTU2055","k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella"
"OTU2056","k__Fungi"
"OTU2057","k__Fungi; p__Basidiomycota"
"OTU2058","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae"
"OTU2059","k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella"
"OTU6832","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Lasiosphaeriaceae"
"OTU3548","k__Fungi"
"OTU6833","k__Fungi"
"OTU6195","k__Fungi; p__Ascomycota; c__Pezizomycetes; o__Pezizales; f__Pyronemataceae; g__Scutellinia; s__Scutellinia_scutellata_SH215678.07FU"
"OTU6194","k__Fungi; p__Ascomycota; c__Eurotiomycetes"
"OTU6197","k__Fungi; p__Ascomycota; c__Pezizomycetes; o__Pezizales; f__Pyronemataceae; g__Scutellinia; s__Scutellinia_scutellata_SH215678.07FU"
"OTU6196","k__Fungi; p__Ascomycota; c__Pezizomycetes; o__Pezizales; f__Pyronemataceae; g__Scutellinia; s__Scutellinia_scutellata_SH215678.07FU"
"OTU6191","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales"
"OTU6190","k__Fungi"
"OTU6193","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__unidentified; f__unidentified; g__unidentified; s__Leotiomycetes_sp_SH026320.07FU"
"OTU6192","k__Fungi; p__Ascomycota; c__Pezizomycetes; o__Pezizales; f__Pyronemataceae; g__Scutellinia; s__Scutellinia_scutellata_SH215678.07FU"
"OTU6199","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Cordycipitaceae"
"OTU6198","k__Fungi; p__Ascomycota; c__Pezizomycetes; o__Pezizales; f__Pyronemataceae; g__Scutellinia; s__Scutellinia_scutellata_SH215678.07FU"
"OTU3905","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Sebacinales"
"OTU3904","k__Fungi"
"OTU3907","k__Fungi; p__Chytridiomycota; c__Monoblepharidomycetes; o__Monoblepharidales; f__unidentified; g__unidentified; s__Monoblepharidales_sp_SH474766.07FU"
"OTU3906","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Cantharellales; f__Hydnaceae; g__Sistotrema; s__Sistotrema_sp_SH192856.07FU"
"OTU3901","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Cordycipitaceae; g__Rotiferophthora; s__Rotiferophthora_angustispora_SH000908.07FU"
"OTU3900","k__Fungi"
"OTU3903","k__Fungi"
"OTU3902","k__Fungi; p__Basidiomycota"
"OTU3909","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Tricholomataceae; g__Lepista; s__Lepista_nuda_SH218331.07FU"
"OTU3908","k__Fungi"
"OTU5088","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae; g__unidentified"
"OTU5089","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Sebacinales"
"OTU5082","k__Fungi; p__Ascomycota"
"OTU5083","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae; g__unidentified"
"OTU5080","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Archaeosporales; f__unidentified; g__unidentified"
"OTU5081","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Exophiala; s__Exophiala_sp_SH015507.07FU"
"OTU5086","k__Fungi"
"OTU5087","k__Fungi"
"OTU5084","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae; g__unidentified"
"OTU5085","k__Fungi; p__Basidiomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Basidiomycota_sp_SH460122.07FU"
"OTU2804","Unassignable"
"OTU1358","k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Mortierellales"
"OTU1359","k__Fungi"
"OTU1356","k__Fungi"
"OTU1357","k__Fungi; p__Chytridiomycota; c__Chytridiomycetes; o__unidentified; f__unidentified; g__unidentified; s__Chytridiomycetes_sp_SH477475.07FU"
"OTU1354","k__Fungi"
"OTU1355","k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Mortierellales; f__Mortierellaceae"
"OTU1352","k__Fungi"
"OTU1353","Unassignable"
"OTU1350","k__Fungi"
"OTU1351","k__Fungi"
"OTU2616","k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__unidentified; f__unidentified; g__unidentified; s__Tremellomycetes_sp_SH194015.07FU"
"OTU2617","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Polyporales; f__Fomitopsidaceae; g__Postia; s__Postia_ptychogaster_SH188965.07FU"
"OTU2614","k__Fungi"
"OTU2615","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Paraglomerales"
"OTU2612","k__Fungi; p__Basidiomycota; c__Exobasidiomycetes; o__Entylomatales; f__unidentified; g__unidentified; s__Entylomatales_sp_SH188092.07FU"
"OTU2613","k__Fungi"
"OTU2610","k__Fungi; p__Chytridiomycota"
"OTU2611","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Cantharellales; f__Ceratobasidiaceae"
"OTU2618","k__Fungi"
"OTU2619","k__Fungi"
"OTU2803","k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Incertae_sedis; g__Cryptococcus; s__Cryptococcus_aerius_SH190019.07FU"
"OTU4874","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Archaeosporales; f__unidentified; g__unidentified; s__Archaeosporales_sp_SH129002.07FU"
"OTU3395","k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Sporidiobolales; f__unidentified; g__unidentified; s__Sporidiobolales_sp_SH022903.07FU"
"OTU4876","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Archaeosporales"
"OTU4877","k__Fungi; p__Ascomycota"
"OTU4870","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Sebacinales; f__Sebacinaceae; g__unidentified; s__Sebacinaceae_sp_SH022370.07FU"
"OTU3391","k__Fungi"
"OTU3392","k__Fungi"
"OTU4873","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Archaeosporales"
"OTU2409","k__Fungi; p__Basidiomycota; c__Microbotryomycetes"
"OTU2801","k__Fungi"
"OTU2408","k__Fungi; p__Ascomycota; c__Orbiliomycetes; o__Orbiliales; f__unidentified; g__unidentified; s__Orbiliales_sp_SH010294.07FU"
"OTU4878","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Archaeosporales; f__Archaeosporaceae; g__unidentified"
"OTU3399","k__Fungi"
"OTU2403","k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Fungi_sp_SH458120.07FU"
"OTU7162","k__Fungi; p__Ascomycota; c__Leotiomycetes"
"OTU7161","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__unidentified; g__unidentified"
"OTU7160","k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Ascomycota_sp_SH198656.07FU"
"OTU3529","k__Fungi; p__Basidiomycota; c__Agaricomycetes"
"OTU7167","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Lasiosphaeriaceae"
"OTU4208","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Psathyrellaceae"
"OTU7166","k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Ascomycota_sp_SH199051.07FU"
"OTU6977","k__Fungi"
"OTU4759","k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Incertae_sedis; g__Tremella; s__Tremella_sp_SH025367.07FU"
"OTU6975","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Lasiosphaeriaceae; g__Podospora; s__Podospora_sp_SH025736.07FU"
"OTU6974","k__Fungi; p__Ascomycota; c__Lecanoromycetes; o__Lecanorales; f__Ramalinaceae; g__Bacidia"
"OTU6973","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Incertae_sedis; g__Phoma; s__Phoma_paspali_SH215817.07FU"
"OTU7165","k__Fungi"
"OTU6971","k__Fungi"
"OTU6970","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae"
"OTU2404","k__Fungi; p__Chytridiomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Chytridiomycota_sp_SH015980.07FU"
"OTU3525","k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Sporidiobolales; f__Incertae_sedis; g__Rhodotorula; s__Rhodotorula_cresolica_SH193439.07FU"
"OTU6979","k__Fungi; p__Ascomycota"
"OTU6978","k__Fungi; p__Ascomycota"
"OTU567","k__Fungi"
"OTU566","k__Fungi"
"OTU565","k__Fungi"
"OTU564","k__Fungi"
"OTU563","k__Fungi"
"OTU562","k__Fungi"
"OTU561","k__Fungi; p__Chytridiomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Chytridiomycota_sp_SH029551.07FU"
"OTU560","k__Fungi"
"OTU3523","k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Incertae_sedis; f__Incertae_sedis; g__Curvibasidium; s__Curvibasidium_cygneicollum_SH289313.07FU"
"OTU569","k__Fungi"
"OTU568","k__Fungi"
"OTU3521","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Mycenaceae; g__Mycena; s__Mycena_capillaripes_SH220738.07FU"
"OTU4200","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Bolbitiaceae; g__Conocybe; s__Conocybe_lenticulospora_SH220671.07FU"
"OTU691","k__Fungi"
"OTU690","k__Fungi"
"OTU693","k__Fungi"
"OTU692","k__Fungi"
"OTU3228","k__Fungi"
"OTU694","k__Fungi"
"OTU697","k__Fungi"
"OTU696","k__Fungi"
"OTU699","k__Fungi"
"OTU698","k__Fungi"
"OTU3226","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Clavariaceae; g__unidentified"
"OTU3227","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Hygrophoraceae; g__Hygrocybe"
"OTU4900","k__Fungi; p__Ascomycota; c__Pezizomycetes; o__Pezizales; f__Pezizaceae; g__unidentified; s__Pezizaceae_sp_SH204559.07FU"
"OTU3221","k__Fungi; p__Glomeromycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Glomeromycota_sp_SH466716.07FU"
"OTU3222","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Hygrophoraceae; g__Hygrocybe"
"OTU4903","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Corticiales; f__Corticiaceae; g__Waitea"
"OTU1693","k__Fungi"
"OTU1692","k__Fungi"
"OTU1691","k__Fungi; p__Chytridiomycota; c__Chytridiomycetes; o__Olpidiales; f__Olpidiaceae; g__Olpidiaster; s__Olpidiaster_brassicae_SH216672.07FU"
"OTU1690","k__Fungi"
"OTU1994","k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Fungi_sp_SH480261.07FU"
"OTU1995","k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella"
"OTU1996","k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella"
"OTU1997","k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella_gamsii_SH180111.07FU"
"OTU1990","k__Fungi"
"OTU1991","k__Fungi"
"OTU1992","k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella"
"OTU1069","k__Fungi"
"OTU1998","k__Protista; p__Cercozoa; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Cercozoa_sp_SH006266.07FU"
"OTU1999","k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella"
"OTU732","k__Fungi"
"OTU733","k__Fungi"
"OTU730","Unassignable"
"OTU731","k__Fungi"
"OTU224","k__Fungi"
"OTU4684","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Polyporales; f__Ganodermataceae; g__Ganoderma; s__Ganoderma_pfeifferi_SH187235.07FU"
"OTU225","k__Fungi"
"OTU226","k__Fungi"
"OTU735","k__Fungi"
"OTU1062","k__Fungi"
"OTU4688","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Entolomataceae; g__Clitopilus; s__Clitopilus_hobsonii_SH010480.07FU"
"OTU4428","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Diversisporales; f__Diversisporaceae"
"OTU5473","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales"
"OTU5472","k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Fungi_sp_SH024554.07FU"
"OTU5471","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Cordycipitaceae; g__Beauveria; s__Beauveria_sp_SH470076.07FU"
"OTU5470","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Cordycipitaceae; g__Beauveria; s__Beauveria_sp_SH470076.07FU"
"OTU5477","k__Fungi"
"OTU5476","k__Fungi"
