"","taxonomy"
"OTU2714","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__FAC87; f__; g__; s__"
"OTU12878","k__Bacteria; p__Proteobacteria; c__TA18; o__CV90; f__; g__; s__"
"OTU2719","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__; f__; g__; s__"
"OTU2718","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Spirobacillales; f__; g__; s__"
"OTU12879","k__Bacteria; p__OD1; c__SM2F11; o__; f__; g__; s__"
"OTU8768","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__"
"OTU8769","k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__; s__"
"OTU14589","k__Bacteria; p__Cyanobacteria; c__Nostocophycideae; o__Nostocales; f__Nostocaceae"
"OTU18409","k__Bacteria; p__TM7; c__SC3; o__; f__; g__; s__"
"OTU18408","k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylocystaceae; g__; s__"
"OTU18407","k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales"
"OTU18406","k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae"
"OTU8762","k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__"
"OTU18404","k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__; g__; s__"
"OTU18403","k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Phycisphaerales; f__; g__; s__"
"OTU18402","k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__; f__; g__; s__"
"OTU8766","k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__; s__"
"OTU18400","k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__BD7-3; f__; g__; s__"
"OTU1165","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__; f__; g__; s__"
"OTU1164","k__Bacteria; p__WS3; c__PRR-12; o__Sediment-1"
"OTU1167","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Spirobacillales; f__; g__; s__"
"OTU10178","k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__; s__"
"OTU1161","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__"
"OTU1160","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__"
"OTU1163","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfuromonadales; f__Geobacteraceae; g__Geobacter; s__"
"OTU1162","k__Bacteria; p__Acidobacteria; c__; o__; f__; g__; s__"
"OTU10173","k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__"
"OTU10172","k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__; g__; s__"
"OTU10171","k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Cryomorphaceae; g__Fluviicola; s__"
"OTU10170","k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__; g__; s__"
"OTU1169","k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__"
"OTU1168","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__MIZ46; f__; g__; s__"
"OTU10175","k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__"
"OTU10174","k__Bacteria; p__Elusimicrobia; c__Elusimicrobia; o__FAC88; f__; g__; s__"
"OTU10563","k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__"
"OTU14543","k__Bacteria; p__Proteobacteria; c__TA18; o__PHOS-HD29; f__; g__; s__"
"OTU16818","k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__; f__; g__; s__"
"OTU14642","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__"
"OTU2100","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__MIZ46; f__; g__; s__"
"OTU2731","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__MIZ46; f__; g__; s__"
"OTU14580","k__Bacteria; p__WS6; c__B142; o__; f__; g__; s__"
"OTU12413","k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Pseudonocardiaceae; g__; s__"
"OTU18244","k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingobium; s__"
"OTU5781","k__Bacteria; p__TM6; c__SJA-4; o__; f__; g__; s__"
"OTU6355","k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__; s__"
"OTU14587","k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__"
"OTU20449","k__Archaea; p__[Parvarchaeota]; c__[Parvarchaea]; o__YLA114; f__; g__; s__"
"OTU5938","k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__; s__"
"OTU5939","k__Bacteria; p__TM6"
"OTU7836","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__"
"OTU14584","k__Bacteria; p__Proteobacteria; c__TA18; o__PHOS-HD29; f__; g__; s__"
"OTU2101","k__Bacteria; p__WS3; c__PRR-12; o__Sediment-1; f__PRR-10; g__; s__"
"OTU5933","k__Bacteria; p__Spirochaetes; c__Spirochaetes; o__Spirochaetales; f__Spirochaetaceae; g__; s__"
"OTU5930","k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__; f__; g__; s__"
"OTU5931","k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__; g__; s__"
"OTU5936","k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Legionellaceae; g__; s__"
"OTU5937","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bacteriovoracaceae; g__; s__"
"OTU5934","k__Bacteria; p__TM6; c__SJA-4; o__S1198; f__; g__; s__"
"OTU5935","k__Bacteria; p__Chlamydiae; c__Chlamydiia; o__Chlamydiales; f__; g__; s__"
"OTU6351","k__Bacteria; p__Chlamydiae; c__Chlamydiia; o__Chlamydiales; f__Parachlamydiaceae; g__Parachlamydia"
"OTU9470","k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Saprospiraceae; g__; s__"
"OTU6247","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__"
"OTU5780","k__Bacteria; p__Chlamydiae; c__Chlamydiia; o__Chlamydiales; f__Parachlamydiaceae; g__Candidatus Protochlamydia; s__"
"OTU1889","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bacteriovoracaceae; g__; s__"
"OTU9314","k__Bacteria; p__Elusimicrobia; c__Elusimicrobia; o__IIb; f__; g__; s__"
"OTU14541","k__Bacteria; p__TM7; c__TM7-3; o__I025; f__; g__; s__"
"OTU8297","k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__; s__"
"OTU17551","k__Bacteria; p__Chloroflexi; c__Ktedonobacteria; o__Ktedonobacterales; f__Ktedonobacteraceae; g__; s__"
"OTU14278","k__Bacteria; p__OD1; c__ABY1; o__; f__; g__; s__"
"OTU14279","k__Bacteria; p__WS6; c__B142; o__; f__; g__; s__"
"OTU1790","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae; g__; s__"
"OTU11434","k__Bacteria; p__Chlorobi; c__SJA-28; o__; f__; g__; s__"
"OTU5783","k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Conexibacteraceae; g__; s__"
"OTU14271","k__Bacteria; p__Proteobacteria; c__TA18; o__PHOS-HD29; f__; g__; s__"
"OTU14272","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__"
"OTU14273","k__Bacteria; p__Cyanobacteria; c__ML635J-21; o__; f__; g__; s__"
"OTU14274","k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Stramenopiles; f__; g__; s__"
"OTU11921","k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__"
"OTU14276","k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__Candidatus Xiphinematobacter; s__"
"OTU14277","k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__"
"OTU20357","k__Bacteria; p__OP11; c__OP11-4; o__; f__; g__; s__"
"OTU11927","k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__"
"OTU20284","k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__mitochondria; g__; s__"
"OTU11430","k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__; f__; g__; s__"
"OTU19750","k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__"
"OTU19751","k__Bacteria; p__Proteobacteria; c__Betaproteobacteria"
"OTU3006","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__MIZ46; f__; g__; s__"
"OTU19753","k__Bacteria; p__Chloroflexi; c__Chloroflexi; o__Chloroflexales; f__FFCH7168; g__; s__"
"OTU3000","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__[Entotheonellales]; f__[Entotheonellaceae]; g__; s__"
"OTU19207","k__Bacteria; p__WS5; c__; o__; f__; g__; s__"
"OTU19756","k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__Solibacteraceae; g__Candidatus Solibacter; s__"
"OTU3003","k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__CCU21; f__; g__; s__"
"OTU19758","k__Bacteria; p__Chloroflexi; c__Ellin6529; o__; f__; g__; s__"
"OTU19759","k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylocystaceae; g__; s__"
"OTU15275","k__Bacteria; p__TM7; c__TM7-1; o__; f__; g__; s__"
"OTU11924","k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__; s__"
"OTU15273","k__Bacteria"
"OTU15272","k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Streptophyta; f__; g__; s__"
"OTU15271","k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__CFB-26; f__; g__; s__"
"OTU15270","k__Bacteria"
"OTU10432","k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__"
"OTU19568","k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__"
"OTU6526","k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__C111; g__; s__"
"OTU12041","k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__"
"OTU12417","k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__"
"OTU12040","k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__"
"OTU11128","k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Isosphaeraceae; g__; s__"
"OTU15420","k__Bacteria; p__OP11; c__WCHB1-64; o__d153; f__; g__; s__"
"OTU12735","k__Bacteria; p__OD1; c__ABY1; o__; f__; g__; s__"
"OTU20358","k__Bacteria; p__OP11; c__OP11-4; o__; f__; g__; s__"
"OTU12042","k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__"
"OTU14649","k__Bacteria; p__Proteobacteria; c__TA18; o__PHOS-HD29; f__; g__; s__"
"OTU17474","k__Bacteria; p__TM7; c__TM7-1; o__; f__; g__; s__"
"OTU20359","k__Bacteria; p__OP11; c__OP11-4; o__; f__; g__; s__"
"OTU19563","k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria"
"OTU7144","k__Bacteria; p__Verrucomicrobia; c__Opitutae; o__; f__; g__; s__"
"OTU19562","k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__; s__"
"OTU15020","k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales"
"OTU3661","k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Citrobacter; s__"
"OTU3149","k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Sinobacteraceae; g__Steroidobacter; s__"
"OTU3148","k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__A21b; f__EB1003; g__; s__"
"OTU15421","k__Bacteria; p__OP11; c__; o__; f__; g__; s__"
"OTU15021","k__Bacteria; p__Cyanobacteria; c__Synechococcophycideae; o__Pseudanabaenales; f__Pseudanabaenaceae; g__; s__"
"OTU798","k__Bacteria; p__Gemmatimonadetes; c__Gemm-5; o__; f__; g__; s__"
"OTU799","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__"
"OTU13692","k__Bacteria; p__GN02; c__GKS2-174; o__; f__; g__; s__"
"OTU3141","k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__CCU21; f__; g__; s__"
"OTU3140","k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Sinobacteraceae; g__; s__"
"OTU796","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Spirobacillales; f__; g__; s__"
"OTU3142","k__Bacteria; p__Acidobacteria; c__iii1-8; o__DS-18; f__; g__; s__"
"OTU3145","k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__; s__"
"OTU17376","k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__"
"OTU3147","k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Ellin6067; f__; g__; s__"
"OTU3146","k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__; f__; g__; s__"
"OTU2793","k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__"
"OTU13690","k__Bacteria; p__Tenericutes; c__Mollicutes; o__Anaeroplasmatales; f__Anaeroplasmataceae; g__Asteroleplasma; s__"
"OTU309","k__Bacteria; p__WWE1; c__[Cloacamonae]; o__[Cloacamonales]; f__SHA-116; g__; s__"
"OTU2792","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Cystobacterineae; g__; s__"
"OTU9454","k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Saprospiraceae; g__; s__"
"OTU13697","k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__"
"OTU19564","k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__; f__; g__; s__"
"OTU2791","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Spirobacillales; f__; g__; s__"
"OTU14473","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__"
"OTU2790","k__Bacteria; p__Acidobacteria; c__iii1-8; o__32-20; f__; g__; s__"
"OTU13695","k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__"
"OTU16611","k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Phycisphaerales; f__; g__; s__"
"OTU2797","k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__; s__"
"OTU13694","k__Bacteria; p__GN02; c__GKS2-174; o__; f__; g__; s__"
"OTU12559","k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Mycobacteriaceae; g__Mycobacterium; s__llatzerense"
"OTU2796","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__FAC87; f__; g__; s__"
"OTU15499","k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__EB1017; g__; s__"
"OTU15498","k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__EB1017; g__; s__"
"OTU2795","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae; g__; s__"
"OTU15493","k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__"
"OTU15492","k__Bacteria; p__TM7; c__TM7-1; o__; f__; g__; s__"
"OTU15491","k__Bacteria; p__Chloroflexi; c__Gitt-GS-136; o__; f__; g__; s__"
"OTU2794","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__NB1-j; f__NB1-i; g__; s__"
"OTU15497","k__Bacteria; p__Chloroflexi; c__Ktedonobacteria; o__Ktedonobacterales; f__Ktedonobacteraceae; g__FFCH10602; s__"
"OTU15496","k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__EB1017; g__; s__"
"OTU928","k__Bacteria; p__TM6; c__SJA-4; o__; f__; g__; s__"
"OTU17335","k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__A31; f__S47; g__; s__"
"OTU1891","k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__"
"OTU14106","k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__"
"OTU1893","k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__mb2424; g__; s__"
"OTU1892","k__Bacteria; p__Acidobacteria; c__Sva0725; o__Sva0725; f__; g__; s__"
"OTU1895","k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Legionellaceae"
"OTU1894","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Spirobacillales; f__; g__; s__"
"OTU1897","k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__"
"OTU14107","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__"
"OTU1899","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__[Entotheonellales]; f__[Entotheonellaceae]; g__; s__"
"OTU1898","k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__"
"OTU20139","k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__C111; g__; s__"
"OTU18485","k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Oxobacter; s__"
"OTU6448","k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__Aquicella; s__"
"OTU16005","k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__oc28; g__; s__"
"OTU12721","k__Bacteria; p__Chloroflexi; c__Ktedonobacteria; o__JG30-KF-AS9; f__; g__; s__"
"OTU16007","k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Phycisphaerales; f__Phycisphaeraceae; g__; s__"
"OTU16006","k__Bacteria; p__AD3; c__JG37-AG-4; o__; f__; g__; s__"
"OTU16001","k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__A4b; g__; s__"
"OTU16000","k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__A4b; g__; s__"
"OTU12726","k__Bacteria; p__OD1; c__SM2F11; o__; f__; g__; s__"
"OTU16002","k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__oc28; g__; s__"
"OTU12728","k__Bacteria; p__Cyanobacteria; c__4C0d-2; o__MLE1-12; f__; g__; s__"
"OTU12729","k__Bacteria; p__OD1; c__SM2F11; o__; f__; g__; s__"
"OTU12058","k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__"
"OTU12059","k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__Gemmata; s__"
"OTU16009","k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__"
"OTU16008","k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Streptosporangiaceae; g__Nonomuraea; s__"
"OTU18482","k__Bacteria"
"OTU13235","k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Mycobacteriaceae; g__Mycobacterium; s__llatzerense"
"OTU13890","k__Bacteria; p__Cyanobacteria; c__; o__; f__; g__; s__"
"OTU13893","k__Bacteria; p__Chloroflexi; c__Thermomicrobia; o__AKYG1722; f__; g__; s__"
"OTU13892","k__Bacteria; p__Proteobacteria; c__TA18; o__PHOS-HD29; f__; g__; s__"
"OTU13895","k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__"
"OTU13894","k__Bacteria; p__FBP; c__; o__; f__; g__; s__"
"OTU13897","k__Bacteria; p__GN02; c__GKS2-174; o__; f__; g__; s__"
"OTU13896","k__Bacteria; p__WS6; c__B142; o__; f__; g__; s__"
"OTU13899","k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__"
"OTU13898","k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__"
"OTU18480","k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__; g__; s__"
"OTU13239","k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Intrasporangiaceae; g__Terracoccus; s__"
"OTU13238","k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__; g__; s__"
"OTU17758","k__Bacteria; p__TM7; c__TM7-1; o__; f__; g__; s__"
"OTU13684","k__Bacteria; p__Armatimonadetes; c__Chthonomonadetes; o__SJA-22; f__; g__; s__"
"OTU19974","k__Bacteria; p__Kazan-3B-28; c__; o__; f__; g__; s__"
"OTU19975","k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__"
"OTU19976","k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__; f__; g__; s__"
"OTU19977","k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__; g__; s__"
"OTU19970","k__Bacteria; p__Chloroflexi; c__Chloroflexi; o__[Roseiflexales]; f__[Kouleothrixaceae]; g__; s__"
"OTU19971","k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__; g__; s__"
"OTU17504","k__Bacteria; p__TM7; c__TM7-1; o__; f__; g__; s__"
"OTU19973","k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__; g__; s__"
"OTU12554","k__Bacteria"
"OTU19978","k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__; g__; s__"
"OTU19979","k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__"
"OTU1769","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__MIZ46; f__; g__; s__"
"OTU1768","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__FAC87; f__; g__; s__"
"OTU2733","k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__"
"OTU1763","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__"
"OTU1762","k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__CCU21; f__; g__; s__"
"OTU1761","k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__; s__"
"OTU1760","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__"
"OTU1767","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Spirobacillales; f__; g__; s__"
"OTU1766","k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__"
"OTU1765","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__MIZ46; f__; g__; s__"
"OTU14765","k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__B97; f__; g__; s__"
"OTU7398","k__Bacteria; p__Verrucomicrobia; c__[Methylacidiphilae]; o__S-BQ2-57; f__; g__; s__"
"OTU18630","k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__; s__"
"OTU16915","k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__H39; f__; g__; s__"
"OTU16914","k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__GCA004; f__; g__; s__"
"OTU16913","k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__"
"OTU16912","k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__A4b; g__; s__"
"OTU16911","k__Bacteria; p__GN02; c__3BR-5F; o__; f__; g__; s__"
"OTU16910","k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__"
"OTU7390","k__Bacteria; p__Tenericutes; c__Mollicutes; o__Anaeroplasmatales; f__Anaeroplasmataceae; g__Asteroleplasma; s__"
"OTU7391","k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__; g__; s__"
"OTU7392","k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__"
"OTU7393","k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__; g__; s__"
"OTU7394","k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__"
"OTU7395","k__Bacteria; p__Verrucomicrobia; c__[Methylacidiphilae]; o__S-BQ2-57; f__; g__; s__"
"OTU16919","k__Bacteria; p__TM7; c__TM7-1; o__; f__; g__; s__"
"OTU7397","k__Bacteria; p__Planctomycetes; c__C6; o__MVS-107; f__; g__; s__"
"OTU5730","k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae"
"OTU14447","k__Bacteria; p__WS6; c__B142; o__; f__; g__; s__"
"OTU5732","k__Bacteria; p__Chlamydiae; c__Chlamydiia; o__; f__; g__; s__"
"OTU5733","k__Bacteria; p__TM6; c__SJA-4; o__; f__; g__; s__"
"OTU5734","k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__; s__"
"OTU18589","k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Asticcacaulis; s__"
